gifting20.error.already_used,"It seems you already received this gift..."
gifting20.error.already_used.button,"Got it!"
gifting20.error.already_used.title,Hmm...
gifting20.error.expired,"Your gift is gone, next time get it before time runs out."
gifting20.error.expired.button,"Got it!"
gifting20.error.expired.title,"Oh no!"
gifting20.error.generic,"Something happened to your gift. We're working on it and will send it very soon"
gifting20.error.generic.button,"Got it!"
gifting20.error.generic.title,"Uh oh..."
gifting20.error.gone.support,"Sorry, but your gift seems to be gone. Contact: support@king.com"
gifting20.error.minimum_version,"We tried to deliver your gift, but you have an older version of the game. Update your app to get it!"
gifting20.error.minimum_version.button,"Will do"
gifting20.error.minimum_version.title,Oops...
gifting20.error.network,"Tap on the gift icon on the map when you have an internet connection."
gifting20.error.network.button,"Got it!"
gifting20.error.network.noicon,"We’ll send your gift over once you have an internet connection."
gifting20.error.network.title,"No Internet!"
gifting20.error.transient,"Something happened. Tap again on the gift icon on the map to get it."
gifting20.error.transient.button,"Will do!"
gifting20.error.transient.noicon,"Oops. Something went wrong. We’ll send your gift over in a bit."
gifting20.error.transient.title,Oops...
gifting20.error.unknown,"Oops… We can’t find the code you entered. Please check it and try again."
gifting20.error.unknown.button,"Got it!"
gifting20.error.unknown.title,"Uh oh..."
